Nombre,Juego,Entrega,Desde,Hasta,Dist. Estimada,Dist. Aceptada,Vel. Máx,Modalidad,Beneficio,Multas,Daños,Tiempo Real,Fecha,Distancia_Num
Brayan Gamer,ATS,Estándar,Tidbit,Rail Export,1 345 km,1 344 km,130 km/h,Real,3 924 793 $,0 $,0,2197,2026-08-14,1344
Ayala.jav,ATS,Estándar,Enterpriser,Creole Bay Port,2 972 km,2 970 km,129 km/h,Real,134 322 $,0 $,5,5332,2026-08-14,2970
CT/Cristian,ATS,Estándar,Deepgrove,Deepgrove,2 451 km,2 445 km,129 km/h,Real,42 074 $,0 $,0,4338,2026-08-14,2445
ZayCruz,ATS,Estándar,Deepgrove,Deepgrove,2 451 km,2 457 km,130 km/h,Real,42 074 $,0 $,0,4502,2026-08-14,2457
Brayan Gamer,ATS,Estándar,Rail Export,Page & Price Paper,1 641 km,1 641 km,131 km/h,Carrera,2 402 931 $,0 $,0,2862,2026-08-14,1641
Guardian777,ATS,Estándar,Home Store,Deep Wells,2 535 km,2 533 km,129 km/h,Real,0 $,0 $,40,4227,2026-08-14,2533
duvanpamplona88,ATS,Estándar,AI Automotive,Charged,2 666 km,2 694 km,129 km/h,Real,9 599 $,0 $,10,4441,2026-08-14,2694
Brayan Gamer,ATS,Estándar,Deepgrove,Bloomscape,1 797 km,1 795 km,129 km/h,Real,6 821 416 $,0 $,0,2927,2026-08-14,1795
CRISTHIAN 926,ATS,Estándar,American Lines,Caliber Motors,2 807 km,2 762 km,130 km/h,Real,0 $,0 $,32,4395,2026-08-14,2762
Ayala.jav,ATS,Estándar,Nielsen Roads,Bitumen,3 337 km,3 332 km,129 km/h,Real,193 128 $,0 $,0,5947,2026-08-14,3332
CRISTHIAN 926,ATS,Estándar,Caliber Motors,Chemso Ltd.,2 885 km,2 888 km,130 km/h,Real,46 151 $,0 $,0,4593,2026-08-14,2888
Camilo Gang,ATS,Estándar,Lumen auto,Coastline Mining,2 025 km,2 029 km,130 km/h,Real,103 204 $,0 $,3,3429,2026-08-14,2029
Camilo Gang,ATS,Estándar,Coastline Mining,Apade,1 023 km,1 010 km,130 km/h,Real,29 912 $,0 $,9,2160,2026-08-14,1010
Camilo Gang,ATS,Estándar,Apade,Bushnell Farms,202 km,202 km,129 km/h,Real,2 522 $,0 $,0,437,2026-08-14,202
zaren_col,ATS,Estándar,Chuck & Jack's,42 Print,2 034 km,2 046 km,129 km/h,Real,69 767 $,0 $,2,3326,2026-08-14,2046
MALA INFLUENCIA,ATS,Estándar,ara,bodegon,271 km,246 km,130 km/h,Real,6 559 $,0 $,0,1900,2026-08-14,246
Old_picotto,ATS,Wotr,Enterpriser,Global Mills,2 159 km,2 169 km,122 km/h,Real,71 596 $,0 $,0,4779,2026-08-14,2169
MALA INFLUENCIA,ATS,Estándar,Deepgrove,Bitumen,417 km,433 km,129 km/h,Real,9 587 $,0 $,13,1092,2026-08-14,433
MALA INFLUENCIA,ATS,Estándar,Shop Town,Mary's Cotton,186 km,212 km,129 km/h,Real,3 448 $,0 $,0,550,2026-08-14,212
duvanpamplona88,ATS,Estándar,Kenworth,AI Automotive,2 670 km,2 669 km,129 km/h,Real,46 860 $,0 $,0,4301,2026-08-14,2669
CRAZY_GAMER_16,ATS,Estándar,ingenio_sc,Wilnet Transport,205 km,213 km,92 km/h,Real,1 071 $,0 $,0,2840,2026-08-14,213
Mr_Gerzon,ETS2,Estándar,Baltomorsk,Agrominta UAB,159 km,160 km,84 km/h,Real,10 894 €,0 €,0,735,2026-08-14,160
DON ISMA,ATS,Estándar,terminales,terminales,395 km,371 km,130 km/h,Real,7 530 $,0 $,0,2540,2026-08-14,371
DON ISMA,ATS,Estándar,terminales,terminales,237 km,163 km,128 km/h,Real,5 430 $,0 $,0,973,2026-08-14,163
Jose Naukin,ATS,Estándar,X-Tech Machinery,Taylor Construction Group,632 km,790 km,128 km/h,Real,100 484 913 $,9 340 $,0,3054,2026-08-15,790
CRAZY_GAMER_16,ATS,Estándar,terminales,terminales,316 km,294 km,91 km/h,Real,0 $,0 $,24,2979,2026-08-15,294
Mr_Gerzon,ETS2,Estándar,Agrominta UAB,Kaarfor,1 665 km,1 661 km,95 km/h,Real,112 505 €,0 €,0,5326,2026-08-15,1661
DON ISMA,ATS,Estándar,Wallbert,MWM,4 674 km,4 849 km,130 km/h,Real,15 591 $,0 $,0,7430,2026-08-15,4849
profeta(CT),ATS,Estándar,Peterbilt,Bushnell Farms,64 km,66 km,128 km/h,Real,3 805 $,0 $,0,372,2026-08-15,66
Mr_Gerzon,ETS2,Estándar,Kaarfor,Agrominta UAB,1 643 km,1 726 km,97 km/h,Real,116 541 €,0 €,0,5794,2026-08-15,1726
CRAZY_GAMER_16,ATS,Estándar,Taylor Construction Group,Sea Horizon,4 808 km,5 808 km,141 km/h,Carrera,44 673 $,0 $,5,9861,2026-08-15,5808
ZayCruz,ATS,Estándar,Starbridge,Rock Port,4 565 km,4 468 km,129 km/h,Real,100 102 $,0 $,9,9492,2026-08-15,4468
Jose Naukin,ATS,Estándar,Taylor Construction Group,Faraday,765 km,956 km,150 km/h,Carrera,100 343 454 $,7 560 $,12,2241,2026-08-15,956
ZayCruz,ATS,Estándar,terminales,terminales,491 km,386 km,99 km/h,Real,10 587 $,15 580 $,0,3996,2026-08-15,386
ZayCruz,ATS,Estándar,bodegon,ara,332 km,302 km,99 km/h,Real,816 $,8 660 $,0,2590,2026-08-15,302
Old_picotto,ATS,Wotr,Global Mills,Elimax,2 063 km,2 065 km,118 km/h,Real,75 791 $,0 $,0,4509,2026-08-15,2065
Mr_Gerzon,ETS2,Estándar,LkwLog GmbH,EuroGoodies,657 km,728 km,96 km/h,Real,27 639 €,0 €,0,3534,2026-08-15,728
Mr_Gerzon,ETS2,Estándar,EuroGoodies,EuroAcres,1 076 km,1 279 km,98 km/h,Real,22 536 €,0 €,0,4804,2026-08-15,1279
Undertaker03,ATS,Estándar,Deepgrove,Bushnell Farms,2 068 km,2 074 km,130 km/h,Real,15 379 $,0 $,0,3805,2026-08-15,2074
ReyMisterio,ETS2,Estándar,Trameri,EuroAcres,341 km,426 km,99 km/h,Real,0 €,0 €,49,2366,2026-08-15,426
Undertaker03,ATS,Estándar,terminales,terminales,277 km,254 km,127 km/h,Real,3 382 $,0 $,9,2135,2026-08-15,254
DON ISMA,ATS,Estándar,terminales,terminales,277 km,255 km,128 km/h,Real,4 878 $,0 $,0,2253,2026-08-15,255
ZayCruz,ATS,Estándar,terminales,terminales,277 km,257 km,107 km/h,Real,5 412 $,4 540 $,0,2429,2026-08-15,257
Mr_Gerzon,ETS2,Estándar,DomDepo,Rock Eater,1 647 km,1 650 km,99 km/h,Real,97 356 €,0 €,3,5943,2026-08-15,1650
DON ISMA,ATS,Estándar,terminales,pda_bus,424 km,368 km,142 km/h,Carrera,9 386 $,0 $,0,2336,2026-08-15,368
ReyMisterio,ETS2,Estándar,TransiNet,Tradeaux,418 km,420 km,97 km/h,Real,7 507 €,0 €,2,2238,2026-08-16,420
Mr_Gerzon,ETS2,Estándar,Timber Turtle,CNP,2 179 km,2 724 km,102 km/h,Carrera,0 €,0 €,50,8801,2026-08-16,2724
Jose Naukin,ATS,Estándar,ara,Wilnet Transport,173 km,165 km,102 km/h,Real,5 176 $,2 500 $,1,2450,2026-08-16,165
Jose Naukin,ATS,Estándar,Wilnet Transport,nestle,137 km,135 km,96 km/h,Real,6 860 $,1 720 $,0,1931,2026-08-16,135
Undertaker03,ATS,Estándar,Bushnell Farms,Bitumen,1 544 km,1 548 km,130 km/h,Real,0 $,0 $,28,3135,2026-08-16,1548
ReyMisterio,ETS2,Estándar,Tradeaux,FLE,473 km,472 km,99 km/h,Real,80 630 €,0 €,0,1534,2026-08-16,472
ReyMisterio,ETS2,Estándar,Trameri,EuroAcres,340 km,425 km,98 km/h,Real,6 590 €,0 €,0,1399,2026-08-16,425
ReyMisterio,ATS,Estándar,Peterbilt,Bitumen,1 841 km,1 243 km,130 km/h,Real,46 662 $,0 $,1,1902,2026-08-16,1243
Guardian777,ATS,Estándar,Enterpriser,Haddock Shipyard,3 825 km,4 004 km,129 km/h,Real,0 $,0 $,100,8162,2026-08-16,4004
andres guerra,ATS,Estándar,Costruzione di Edifici,argos,717 km,583 km,104 km/h,Real,2 170 $,0 $,0,10439,2026-08-16,583
CRAZY_GAMER_16,ATS,Estándar,Starbridge,42 Print,3 123 km,3 120 km,130 km/h,Real,86 907 $,0 $,3,5282,2026-08-16,3120
andres guerra,ATS,Estándar,Plaster & Sons,ecopetrol,310 km,300 km,102 km/h,Real,0 $,0 $,32,4555,2026-08-16,300
Mr_Gerzon,ETS2,Estándar,Baltomorsk,Konstnorr,2 723 km,2 237 km,92 km/h,Real,82 207 €,0 €,0,6296,2026-08-16,2237
Old_picotto,ATS,Wotr,Elimax,Equos Power Transport,2 142 km,2 128 km,110 km/h,Real,89 053 $,0 $,0,4691,2026-08-16,2128
Brayan Gamer,ATS,Estándar,Tidbit,Deepgrove,3 220 km,3 214 km,129 km/h,Real,5 651 $,0 $,0,5286,2026-08-16,3214
CRAZY_GAMER_16,ATS,Estándar,McClane,Rail Export,1 350 km,1 352 km,129 km/h,Real,111 723 $,0 $,0,2782,2026-08-16,1352
ReyMisterio,ETS2,Estándar,EuroAcres,DomDepo,1 011 km,921 km,100 km/h,Real,25 646 €,0 €,0,3184,2026-08-16,921
duvanpamplona88,ATS,Estándar,finca_ov,gnv,177 km,161 km,129 km/h,Real,1 288 $,0 $,0,1854,2026-08-16,161
CRAZY_GAMER_16,ATS,Estándar,terminales,terminales,330 km,318 km,100 km/h,Real,3 961 $,0 $,9,2875,2026-08-16,318
Brayan Gamer,ATS,Estándar,Deepgrove,Tidbit,3 158 km,3 157 km,129 km/h,Real,5 236 $,0 $,1,5669,2026-08-16,3157
Brayan Gamer,ATS,Estándar,Coastline Mining,Plaster & Sons,1 059 km,922 km,129 km/h,Real,1 536 422 $,0 $,0,2598,2026-08-16,922
Brayan Gamer,ATS,Estándar,Plaster & Sons,Port of SF,788 km,694 km,129 km/h,Real,257 494 $,0 $,0,1433,2026-08-16,694
ReyMisterio,ETS2,Estándar,Ika Bohag,WGCC,382 km,382 km,98 km/h,Real,26 880 €,0 €,0,1098,2026-08-16,382
Jose Naukin,ATS,Estándar,mcpollo,ara,395 km,364 km,118 km/h,Real,1 666 $,7 600 $,0,4817,2026-08-16,364
ZayCruz,ATS,Estándar,Heartwood Furniture,Bitumen,1 215 km,1 351 km,130 km/h,Real,20 698 $,0 $,0,2461,2026-08-16,1351
ReyMisterio,ETS2,Estándar,LkwLog GmbH,EuroGoodies,467 km,407 km,98 km/h,Real,14 002 €,0 €,0,2207,2026-08-16,407
profeta(CT),ATS,Estándar,Enterpriser,Sea Horizon,2 139 km,2 086 km,130 km/h,Real,118 890 $,0 $,0,3616,2026-08-17,2086
Brayan Gamer,ETS2,Estándar,EuroGoodies,EuroAcres,1 076 km,931 km,98 km/h,Real,21 760 €,0 €,2,2907,2026-08-17,931
ReyMisterio,ETS2,Estándar,EuroGoodies,EuroAcres,1 076 km,933 km,99 km/h,Real,23 018 €,0 €,1,2938,2026-08-17,933
ReyMisterio,ATS,Estándar,Port of SF,Sea Horizon,2 843 km,2 251 km,130 km/h,Real,11 555 $,0 $,0,3988,2026-08-17,2251
Brayan Gamer,ATS,Estándar,Port of SF,Sea Horizon,2 283 km,2 227 km,129 km/h,Real,11 555 $,0 $,0,4024,2026-08-17,2227
profeta(CT),ATS,Estándar,Port of SF,Sea Horizon,2 283 km,2 330 km,130 km/h,Real,66 238 $,0 $,7,4726,2026-08-17,2330
Ayala.jav,ATS,Estándar,Venture,Deepgrove,2 140 km,2 148 km,129 km/h,Real,33 478 $,0 $,2,4443,2026-08-17,2148
ReyMisterio,ATS,Estándar,Starbridge,Gallon Oil,3 715 km,3 049 km,129 km/h,Real,70 739 $,0 $,9,5991,2026-08-17,3049
profeta(CT),ATS,Estándar,Starbridge,Gallon Oil,2 943 km,3 047 km,129 km/h,Real,96 075 $,0 $,2,5927,2026-08-17,3047
Trucker_JJ,ATS,Estándar,Bitumen,Gallon Oil,2 537 km,2 635 km,128 km/h,Real,48 602 $,0 $,0,5051,2026-08-17,2635
Ayala.jav,ATS,Estándar,Starbridge,Gallon Oil,2 943 km,3 025 km,130 km/h,Real,40 395 $,0 $,0,5666,2026-08-17,3025
Brayan Gamer,ATS,Estándar,Starbridge,Gallon Oil,2 980 km,3 044 km,130 km/h,Real,85 845 $,0 $,6,5986,2026-08-17,3044
CRAZY_GAMER_16,ATS,Estándar,Starbridge,Gallon Oil,2 943 km,3 023 km,129 km/h,Real,50 246 $,0 $,0,5793,2026-08-17,3023
Guardian777,ATS,Estándar,Drake Cars,Steeler,2 657 km,2 726 km,130 km/h,Real,0 $,0 $,100,5003,2026-08-17,2726
andres guerra,ATS,Estándar,Home Store,Gallon Oil,1 800 km,1 880 km,134 km/h,Carrera,23 815 $,1 400 $,1,4030,2026-08-17,1880
Ayala.jav,ATS,Estándar,Sunshine Crops,Deepgrove,2 054 km,2 051 km,129 km/h,Real,31 085 $,0 $,0,3641,2026-08-17,2051
Trucker_JJ,ATS,Estándar,Sunshine Crops,Deepgrove,2 054 km,2 051 km,129 km/h,Real,30 392 $,0 $,0,3778,2026-08-17,2051
Brayan Gamer,ATS,Estándar,Sunshine Crops,Deepgrove,2 054 km,2 050 km,129 km/h,Real,17 672 $,0 $,0,3746,2026-08-17,2050
CRISTHIAN 926,ATS,Estándar,Sunshine Crops,Deepgrove,2 054 km,2 052 km,130 km/h,Real,34 473 $,0 $,0,3780,2026-08-17,2052
CRAZY_GAMER_16,ATS,Estándar,Sunshine Crops,Deepgrove,2 054 km,2 052 km,129 km/h,Real,34 473 $,0 $,0,3826,2026-08-17,2052
andres guerra,ATS,Estándar,Sunshine Crops,Deepgrove,2 054 km,2 141 km,128 km/h,Real,20 811 $,3 860 $,6,4742,2026-08-17,2141
CRAZY_GAMER_16,ATS,Estándar,Deepgrove,Gallon Oil,2 073 km,2 072 km,130 km/h,Real,34 788 $,0 $,0,3464,2026-08-17,2072
Trucker_JJ,ATS,Estándar,Deepgrove,Gallon Oil,2 073 km,2 074 km,129 km/h,Real,30 669 $,0 $,0,3679,2026-08-17,2074
CRISTHIAN 926,ATS,Estándar,Deepgrove,Gallon Oil,2 073 km,2 071 km,127 km/h,Real,34 788 $,0 $,0,4015,2026-08-17,2071
Brayan Gamer,ATS,Estándar,Deepgrove,Gallon Oil,2 073 km,2 073 km,128 km/h,Real,17 830 $,0 $,0,4032,2026-08-17,2073
andres guerra,ATS,Estándar,Deepgrove,Eddy's,2 404 km,2 406 km,130 km/h,Real,28 614 $,5 000 $,3,4536,2026-08-17,2406
CRISTHIAN 926,ATS,Estándar,Mon Coeur,Haddock Shipyard,2 174 km,2 173 km,130 km/h,Real,36 438 $,0 $,0,3533,2026-08-17,2173
CRAZY_GAMER_16,ATS,Estándar,Mon Coeur,Haddock Shipyard,2 174 km,2 173 km,130 km/h,Real,36 438 $,0 $,0,3542,2026-08-17,2173
Old_picotto,ATS,Wotr,Equos Power Transport,Rock Port,111 km,113 km,106 km/h,Real,1 172 $,0 $,0,521,2026-08-17,113
Old_picotto,ATS,Wotr,Rock Port,Galveston Port,529 km,531 km,110 km/h,Real,15 703 $,0 $,0,1590,2026-08-17,531
Old_picotto,ATS,Wotr,Galveston Port,Flavorfair,1 338 km,1 343 km,110 km/h,Real,50 763 $,0 $,0,3273,2026-08-17,1343
Trucker_JJ,ATS,Estándar,Taylor Construction Group,Coastline Mining,4 348 km,5 348 km,129 km/h,Real,280 463 $,0 $,1,10625,2026-08-17,5348
CRAZY_GAMER_16,ATS,Estándar,levapan,Kenworth,354 km,353 km,94 km/h,Real,1 560 $,0 $,0,4941,2026-08-17,353
BlGFOOT,ATS,Wotr,Wallbert,Eddy's,461 km,462 km,108 km/h,Real,1 281 $,0 $,0,989,2026-08-17,462
BlGFOOT,ATS,Estándar,Plaster & Sons,Coastline Mining,632 km,500 km,118 km/h,Real,3 962 $,0 $,0,819,2026-08-17,500
duvanpamplona88,ATS,Estándar,Norrfood,agrinsa,109 km,107 km,123 km/h,Real,742 $,0 $,0,1216,2026-08-18,107
andresnintendo,ATS,Estándar,llanabastos,Plaster & Sons,409 km,419 km,89 km/h,Real,944 $,0 $,0,4733,2026-08-18,419
Mr_Gerzon,ATS,Estándar,Venture,SellGoods,3 187 km,3 864 km,129 km/h,Real,132 226 $,0 $,0,7687,2026-08-18,3864
duvanpamplona88,ATS,Estándar,agrinsa,42 Print,314 km,273 km,129 km/h,Real,1 216 $,0 $,0,3118,2026-08-18,273
Brayan Gamer,ATS,Estándar,Tidbit,Coastline Mining,3 555 km,3 534 km,130 km/h,Real,169 926 $,0 $,0,7171,2026-08-18,3534
Ayala.jav,ATS,Estándar,Avalanche Steel,Apade,1 162 km,1 200 km,129 km/h,Real,18 910 $,0 $,1,2624,2026-08-18,1200
Mr_Gerzon,ATS,Estándar,Mon Coeur,Shop Town,937 km,1 044 km,128 km/h,Real,29 864 $,0 $,5,2840,2026-08-18,1044
ReyMisterio,ATS,Estándar,Mon Coeur,Shop Town,958 km,1 176 km,128 km/h,Real,0 $,0 $,100,3493,2026-08-18,1176
Undertaker03,ATS,Estándar,Mon Coeur,Shop Town,958 km,981 km,128 km/h,Real,0 $,0 $,34,2944,2026-08-18,981
Brayan Gamer,ATS,Estándar,Mon Coeur,Shop Town,958 km,974 km,121 km/h,Real,0 $,0 $,63,2662,2026-08-18,974
ZayCruz,ATS,Estándar,Mon Coeur,Shop Town,958 km,1 039 km,128 km/h,Real,0 $,0 $,6,2866,2026-08-18,1039
duvanpamplona88,ATS,Estándar,Mon Coeur,Shop Town,958 km,947 km,129 km/h,Real,0 $,0 $,44,2502,2026-08-18,947
andresnintendo,ATS,Estándar,ccl2,Sunshine Crops,256 km,274 km,92 km/h,Real,669 $,0 $,0,3261,2026-08-18,274
Ayala.jav,ATS,Estándar,Peterbilt,Haddock Shipyard,2 951 km,2 981 km,129 km/h,Real,51 711 $,0 $,0,5393,2026-08-18,2981
JotaRomero1604,ATS,Estándar,Coastline Mining,Gallon Oil,2 800 km,3 468 km,130 km/h,Real,32 470 $,0 $,14,5916,2026-08-18,3468
Trucker_JJ,ATS,Estándar,Shop Town,SellGoods,1 102 km,1 378 km,123 km/h,Real,18 369 $,0 $,0,3367,2026-08-18,1378
ReyMisterio,ATS,Estándar,Shop Town,SellGoods,1 643 km,1 320 km,129 km/h,Real,11 996 $,0 $,8,3228,2026-08-18,1320
Undertaker03,ATS,Estándar,Shop Town,SellGoods,1 102 km,1 378 km,127 km/h,Real,18 369 $,0 $,0,3384,2026-08-18,1378
Mr_Gerzon,ATS,Estándar,Shop Town,SellGoods,1 102 km,1 378 km,128 km/h,Real,20 500 $,0 $,0,3429,2026-08-18,1378
ZayCruz,ATS,Estándar,Shop Town,SellGoods,1 102 km,1 378 km,128 km/h,Real,18 369 $,0 $,0,3398,2026-08-18,1378
Brayan Gamer,ATS,Estándar,Shop Town,SellGoods,1 154 km,1 385 km,129 km/h,Real,21 422 $,0 $,0,3428,2026-08-18,1385
duvanpamplona88,ATS,Estándar,Shop Town,SellGoods,1 154 km,1 400 km,129 km/h,Real,15 138 $,0 $,2,3464,2026-08-18,1400
Ayala.jav,ATS,Estándar,Wallbert,Bitumen,2 481 km,2 490 km,129 km/h,Real,28 562 $,0 $,8,4390,2026-08-18,2490
Ayala.jav,ATS,Estándar,Bitumen,Bushnell Farms,1 019 km,1 021 km,128 km/h,Real,6 522 $,0 $,0,1750,2026-08-18,1021
CRISTHIAN 926,ATS,Estándar,Tidbit,Coastline Mining,2 970 km,3 519 km,129 km/h,Real,126 493 $,0 $,4,7423,2026-08-18,3519
ZayCruz,ATS,Estándar,Home Store,Epro Gas,757 km,757 km,129 km/h,Real,2 555 $,0 $,5,1842,2026-08-18,757
Undertaker03,ETS2,Estándar,EuroGoodies,EuroGoodies,469 km,578 km,99 km/h,Real,17 482 €,0 €,13,2161,2026-08-18,578
BlGFOOT,ATS,Estándar,Plaster & Sons,Wallbert,4 084 km,3 869 km,129 km/h,Real,15 412 $,0 $,0,5603,2026-08-18,3869
ZayCruz,ATS,Estándar,Elimax,Equos Power Transport,1 893 km,1 865 km,129 km/h,Real,0 $,0 $,39,3595,2026-08-18,1865
ReyMisterio,ETS2,Estándar,Tradeaux,EuroAcres,1 079 km,1 129 km,98 km/h,Real,19 410 €,0 €,3,3526,2026-08-18,1129
Undertaker03,ETS2,Estándar,Tradeaux,EuroAcres,1 079 km,1 144 km,100 km/h,Real,17 118 €,0 €,6,3510,2026-08-18,1144
BlGFOOT,ATS,Wotr,Deepgrove,Bushnell Farms,954 km,955 km,107 km/h,Real,3 549 $,0 $,0,1855,2026-08-18,955
duvanpamplona88,ATS,Estándar,sofasa,invias,275 km,255 km,123 km/h,Real,1 744 $,0 $,0,2736,2026-08-18,255
Old_picotto,ATS,Wotr,Flavorfair,Enterpriser,2 012 km,2 021 km,112 km/h,Real,77 789 $,0 $,0,4411,2026-08-18,2021
BlGFOOT,ATS,Wotr,Bushnell Farms,Sunshine Crops,1 189 km,1 486 km,114 km/h,Real,2 572 $,0 $,0,3044,2026-08-18,1486
Mr_Gerzon,ATS,Estándar,Avalanche Steel,Syntetico,6 147 km,7 147 km,127 km/h,Real,171 040 $,0 $,3,18043,2026-08-18,7147
BlGFOOT,ATS,Estándar,Tidbit,Wallbert,4 323 km,4 870 km,129 km/h,Real,16 278 $,0 $,0,7028,2026-08-18,4870
Mr_Gerzon,ATS,Estándar,Home Store,Central Civil Works,1 542 km,1 638 km,127 km/h,Real,55 784 $,0 $,0,3109,2026-08-18,1638
Jose Naukin,ATS,Estándar,Faraday,NAMIQ,1 077 km,1 193 km,128 km/h,Real,100 295 710 $,5 300 $,20,2601,2026-08-19,1193
ReyMisterio,ATS,Estándar,US Beverages & Bottling,Rail Export,2 937 km,2 685 km,129 km/h,Real,96 409 $,0 $,2,4893,2026-08-19,2685
profeta(CT),ATS,Estándar,Epro Gas,Rail Export,1 589 km,1 810 km,130 km/h,Real,56 260 $,0 $,0,3383,2026-08-19,1810
Undertaker03,ATS,Estándar,US Beverages & Bottling,Rail Export,2 255 km,2 698 km,129 km/h,Real,0 $,0 $,100,5461,2026-08-19,2698
CT/Cristian,ATS,Estándar,Vortex,Rail Export,1 746 km,2 170 km,129 km/h,Real,39 838 $,0 $,1,4040,2026-08-19,2170
Mr_Gerzon,ATS,Estándar,Home Store,Myroo,1 680 km,1 751 km,127 km/h,Real,41 108 $,0 $,0,5572,2026-08-19,1751
Jose Naukin,ATS,Estándar,NAMIQ,ABQ Cargo Center,736 km,772 km,120 km/h,Real,100 198 240 $,4 900 $,0,2148,2026-08-19,772
profeta(CT),ATS,Estándar,Kenworth,Bitumen,1 080 km,1 350 km,130 km/h,Real,49 786 $,0 $,0,3093,2026-08-19,1350
CT/Cristian,ATS,Estándar,Tidbit,Bitumen,2 292 km,2 608 km,130 km/h,Real,114 909 $,0 $,0,5226,2026-08-19,2608
Brayan Gamer,ATS,Estándar,Kenworth,Bitumen,1 376 km,1 520 km,130 km/h,Real,45 298 $,0 $,0,2911,2026-08-19,1520
CT/Cristian,ATS,Estándar,Kenworth,AI Automotive,1 654 km,1 650 km,129 km/h,Real,15 720 $,0 $,0,2573,2026-08-19,1650
profeta(CT),ATS,Estándar,Kenworth,AI Automotive,1 654 km,1 653 km,130 km/h,Real,14 826 $,0 $,0,2643,2026-08-19,1653
Brayan Gamer,ATS,Estándar,Kenworth,AI Automotive,1 654 km,1 653 km,129 km/h,Real,15 720 $,0 $,0,2626,2026-08-19,1653
Mr_Gerzon,ATS,Estándar,Flavorfair,Fish Tail Food,3 213 km,3 409 km,128 km/h,Real,78 344 $,0 $,0,7481,2026-08-19,3409
Guardian777,ATS,Estándar,Kenworth,AI Automotive,1 654 km,1 718 km,129 km/h,Real,12 445 $,0 $,5,2940,2026-08-19,1718
Roger.Diaz,ATS,Estándar,Elimax,Flavorfair,1 405 km,1 403 km,129 km/h,Real,53 607 $,0 $,0,2284,2026-08-19,1403
Brayan Gamer,ATS,Estándar,AI Automotive,Bitumen,1 854 km,1 862 km,129 km/h,Real,6 284 $,0 $,0,2884,2026-08-19,1862
Ayala.jav,ATS,Estándar,Bushnell Farms,Haddock Shipyard,3 756 km,3 760 km,129 km/h,Real,20 768 $,0 $,17,6976,2026-08-19,3760
Mr_Gerzon,ATS,Estándar,Fish Tail Food,Venture,931 km,1 164 km,127 km/h,Real,12 606 $,0 $,0,4208,2026-08-19,1164
Roger.Diaz,ATS,Estándar,Wallbert,Deepgrove,4 007 km,4 718 km,129 km/h,Real,13 173 $,0 $,0,7371,2026-08-19,4718
CRAZY_GAMER_16,ETS2,Estándar,Norrsken,Norrsken,313 km,391 km,82 km/h,Real,2 023 €,0 €,0,1706,2026-08-19,391
CRAZY_GAMER_16,ATS,Estándar,Ultimus,Equos Power Transport,274 km,275 km,113 km/h,Real,5 376 $,0 $,0,1017,2026-08-19,275
Mr_Gerzon,ATS,Estándar,Venture,Starbridge,3 484 km,3 480 km,129 km/h,Real,108 651 $,0 $,0,6398,2026-08-19,3480
BlGFOOT,ATS,Estándar,Bitumen,Grand Pastures,2 858 km,3 572 km,129 km/h,Real,5 082 $,0 $,0,5249,2026-08-19,3572
BlGFOOT,ATS,Estándar,Home Store,Enterpriser,3 621 km,3 623 km,129 km/h,Real,13 474 $,0 $,0,5187,2026-08-19,3623
CRAZY_GAMER_16,ATS,Estándar,Equos Power Transport,X-Tech Machinery,640 km,643 km,114 km/h,Real,7 121 $,0 $,0,1707,2026-08-19,643
Mr_Gerzon,ATS,Estándar,Starbridge,Enterpriser,1 942 km,1 965 km,128 km/h,Real,58 871 $,0 $,0,4011,2026-08-19,1965
CRAZY_GAMER_16,ATS,Estándar,X-Tech Machinery,Rock Port,1 043 km,1 042 km,114 km/h,Real,9 426 $,2 620 $,0,3265,2026-08-19,1042
Jose Naukin,ATS,Estándar,Plaster & Sons,HMS Machinery,334 km,333 km,110 km/h,Real,10 193 $,10 100 $,11,974,2026-08-20,333
CT/Cristian,ATS,Estándar,Enterpriser,Coastline Mining,1 883 km,2 076 km,130 km/h,Real,120 646 $,0 $,0,3389,2026-08-20,2076
Brayan Gamer,ATS,Estándar,Enterpriser,Coastline Mining,1 883 km,2 076 km,129 km/h,Real,5 659 $,0 $,2,3323,2026-08-20,2076
Brayan Gamer,ATS,Estándar,Coastline Mining,Bitumen,2 655 km,2 654 km,130 km/h,Real,8 929 $,0 $,0,4468,2026-08-20,2654
Mr_Gerzon,ATS,Estándar,Enterpriser,Elimax,2 263 km,2 465 km,135 km/h,Carrera,71 250 $,0 $,1,5017,2026-08-20,2465
Mr_Gerzon,ATS,Estándar,Elimax,Starbridge,1 339 km,1 667 km,127 km/h,Real,18 778 $,0 $,15,4584,2026-08-20,1667
Ayala.jav,ATS,Estándar,Haddock Shipyard,Bushnell Farms,3 781 km,4 104 km,129 km/h,Real,199 812 $,0 $,2,7856,2026-08-20,4104
Mr_Gerzon,ATS,Estándar,Starbridge,Chuck & Jack's,1 512 km,1 622 km,127 km/h,Real,49 779 $,0 $,0,3635,2026-08-20,1622
Ayala.jav,ATS,Estándar,Bushnell Farms,Bitumen,1 019 km,1 019 km,129 km/h,Real,17 061 $,0 $,0,1739,2026-08-20,1019
Camilo Gang,ATS,Estándar,Bushnell Farms,Aron,1 008 km,1 020 km,130 km/h,Real,10 170 $,0 $,9,2002,2026-08-20,1020
ZayCruz,ATS,Estándar,Enterpriser,Rail Export,2 795 km,2 978 km,130 km/h,Real,43 564 $,0 $,15,6304,2026-08-20,2978
